CAB,MONTH,Kategori,GO RESTO,GRAB FOOD,QRIS SHOPEE,QRIS TELKOM/ESB,SHOPEEPAY
DPKJAS,01-Dec-24,SELISIH IT,276,0,0,0,-136876
DPKJAS,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-16505
DPKJAS,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-1000,0,0
DPKJAS,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,2999
DPKJAS,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,39000,0,0
DPKJAS,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-2394121,0,0,-1760525
DPKJAS,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-3343500,0,0
DPKJAS,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,44003,477533,1253500,0,554502
DPKJAS,01-Dec-24,TRANSAKSI KEMARIN,77005,8762562,165000,0,5272040
DPKMAR,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,49000,0,0
DPKMAR,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
DPKMAR,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
DPKMAR,01-Dec-24,CANCEL NOTA,-87005,-44003,0,0,-247503
DPKMAR,01-Dec-24,DOUBLE INPUT,0,0,0,0,-91001
DPKMAR,01-Dec-24,INVOICE BEDA HARI,-88006,-10648689,0,0,-5003043
DPKMAR,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
DPKMAR,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-50148.4,0,0,0
DPKMAR,01-Dec-24,SALAH SLOT PEMBAYARAN,141010,-141008,641500,0,0
DPKMAR,01-Dec-24,SELISIH IT,23,0,0,0,1284729
DPKMAR,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-45502
DPKMAR,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-6550,0,0
DPKMAR,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,71498
DPKMAR,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,83481,0,0
DPKMAR,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-131009,0,0,-171501
DPKMAR,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-587500,0,0
DPKMAR,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,103007,285500,0,0
DPKMAR,01-Dec-24,TRANSAKSI KEMARIN,88006,10712192,0,0,5145046
DPKSAW,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
DPKSAW,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
DPKSAW,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
DPKSAW,01-Dec-24,CANCEL NOTA,0,-221014,0,0,0
DPKSAW,01-Dec-24,DOUBLE INPUT,0,0,-77000,0,-645507
DPKSAW,01-Dec-24,INVOICE BEDA HARI,-408020,-5965363,0,0,-2290513
DPKSAW,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
DPKSAW,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-13596.85,0,0,0
DPKSAW,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,44000,0,0
DPKSAW,01-Dec-24,SELISIH IT,4,0,5,0,296209
DPKSAW,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-26000,0,0
DPKSAW,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,87995
DPKSAW,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,115600,0,0
DPKSAW,01-Dec-24,TIDAK ADA INVOICE OJOL,0,0,0,0,-58501
DPKSAW,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-86500,0,0
DPKSAW,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,38500,0,149501
DPKSAW,01-Dec-24,TRANSAKSI KEMARIN,408020,5845856,0,0,2360516
GGPDAA,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
GGPDAA,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
GGPDAA,01-Dec-24,CANCEL NOTA,-195012,-436024,-97000,0,-1968026
GGPDAA,01-Dec-24,DOUBLE INPUT,0,0,0,0,-731006
GGPDAA,01-Dec-24,INVOICE BEDA HARI,-369011,-16267539,0,0,-7063548
GGPDAA,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
GGPDAA,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-64180.1,0,0,0
GGPDAA,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,443000,0,0
GGPDAA,01-Dec-24,SELISIH IT,9,0,0,0,434163
GGPDAA,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-4000
GGPDAA,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-68500,0,0
GGPDAA,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,1500
GGPDAA,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,1500,0,0
GGPDAA,01-Dec-24,TIDAK ADA INVOICE OJOL,-164011,-1426589,0,0,-337004
GGPDAA,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-390000,0,0
GGPDAA,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,305517,0,69000,0,365501
GGPDAA,01-Dec-24,TRANSAKSI KEMARIN,359510,17134097,0,0,7461551
KDRURI,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
KDRURI,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
KDRURI,01-Dec-24,DOUBLE INPUT,0,0,-51000,0,0
KDRURI,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
KDRURI,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-11475,0,0,0
KDRURI,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,51000,0,0
KDRURI,01-Dec-24,SELISIH IT,0,0,0,0,-6258
KDRURI,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-1001
KDRURI,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-26000,0,0
KDRURI,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,2000,0,0
KDRURI,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-219500,0,0,-31001
KDRURI,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-2000,0,0
KDRURI,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,26000,0,0
KLNKUS,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
KLNKUS,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
KLNKUS,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
KLNKUS,01-Dec-24,CANCEL NOTA,-85501,0,0,0,-82004
KLNKUS,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
KLNKUS,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-12326,0,0,0
KLNKUS,01-Dec-24,SELISIH IT,-1,0,0,0,-8755
KLNKUS,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-1000,0,0
KLNKUS,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,44500,0,0
KLNKUS,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-72000,0,0
KLNKUS,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,33645,0,0
KWGGAL,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
KWGGAL,01-Dec-24,CANCEL NOTA,-165511,0,0,0,-15500
KWGGAL,01-Dec-24,INVOICE BEDA HARI,0,-9032551,0,0,-923014
KWGGAL,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
KWGGAL,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,1,0,0,0
KWGGAL,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,11500,0,0
KWGGAL,01-Dec-24,SELISIH IT,0,0,0,0,191116
KWGGAL,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-1000,0,0
KWGGAL,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,117507,0,0,0
KWGGAL,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,1000,0,0
KWGGAL,01-Dec-24,TIDAK ADA INVOICE OJOL,0,0,0,0,-136003
KWGGAL,01-Dec-24,TRANSAKSI KEMARIN,0,9716093,0,0,1053515
KYBKEM,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
KYBKEM,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
KYBKEM,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
KYBKEM,01-Dec-24,CANCEL NOTA,0,-181012,0,-763000,0
KYBKEM,01-Dec-24,INVOICE BEDA HARI,-4494002,-17686583,0,-430500,-2864507
KYBKEM,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,121022,0,0,0
KYBKEM,01-Dec-24,REFUND OVERPAYMENT,0,0,0,-667500,0
KYBKEM,01-Dec-24,SELISIH IT,46643900,54,0,0,92223132
KYBKEM,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,0,-71000,0
KYBKEM,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,640500,0,44000,862000,0
KYBKEM,01-Dec-24,TRANSAKSI KEMARIN,4653002,17223563,0,506500,2971010
KYBTEB,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
KYBTEB,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
KYBTEB,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
KYBTEB,01-Dec-24,CANCEL NOTA,-2083107,-2009130,0,0,-3388040
KYBTEB,01-Dec-24,DOUBLE INPUT,-650542,0,0,0,-800511
KYBTEB,01-Dec-24,INVOICE BEDA HARI,-4609253,-18834140,0,0,-5703046
KYBTEB,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-12734.85,0,0,0
KYBTEB,01-Dec-24,SALAH SLOT PEMBAYARAN,157503,0,21000,0,-161502
KYBTEB,01-Dec-24,SELISIH IT,2692,6,0,0,882020
KYBTEB,01-Dec-24,SELISIH KURANG BAYAR OJOL,-20995,0,0,0,-31001
KYBTEB,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,22500,0,0
KYBTEB,01-Dec-24,TIDAK ADA INVOICE OJOL,-873548,-419027,0,0,-287002
KYBTEB,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-75500,0,0
KYBTEB,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,162504,43003,44500,0,112500
KYBTEB,01-Dec-24,TRANSAKSI KEMARIN,4888263,18903133,0,0,6229052
MJLABD,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
MJLABD,01-Dec-24,CANCEL NOTA,0,-42500,0,0,0
MJLABD,01-Dec-24,INVOICE BEDA HARI,-342000,-3665530,0,0,-37000
MJLABD,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
MJLABD,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-11472,-12500,0,0
MJLABD,01-Dec-24,SELISIH IT,5210700,0,0,0,5247863
MJLABD,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-52001,0,0,0
MJLABD,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,89000,58000,0
MJLABD,01-Dec-24,TRANSAKSI KEMARIN,342000,3249525,0,0,37000
MKSPET,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
MKSPET,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
MKSPET,01-Dec-24,CANCEL NOTA,0,-568029,-258000,0,0
MKSPET,01-Dec-24,DOUBLE INPUT,0,0,0,0,-123000
MKSPET,01-Dec-24,INVOICE BEDA HARI,-18472056,-20503515,-20630500,-31115500,-6130526
MKSPET,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
MKSPET,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,494,0,0,0
MKSPET,01-Dec-24,SELISIH IT,16413700,0,0,0,45390530
MKSPET,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,6500,0,0
MKSPET,01-Dec-24,TIDAK ADA INVOICE OJOL,-54500,-144507,0,0,-40500
MKSPET,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,0,-224500,0
MKSPET,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,781502,0,478000,0,0
MKSPET,01-Dec-24,TRANSAKSI KEMARIN,18418051,20589024,20429500,31716500,5993526
MKSRAT,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
MKSRAT,01-Dec-24,CANCEL NOTA,0,-356514,0,0,0
MKSRAT,01-Dec-24,INVOICE BEDA HARI,-1126501,-2918152,-690000,-643000,-146500
MKSRAT,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,337,0,0,0
MKSRAT,01-Dec-24,REFUND OVERPAYMENT,0,0,0,-219500,0
MKSRAT,01-Dec-24,SELISIH IT,16223300,12,0,0,23877646
MKSRAT,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,2000,0,0
MKSRAT,01-Dec-24,TIDAK ADA INVOICE OJOL,-33000,-307012,0,0,0
MKSRAT,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-12000,-98500,0
MKSRAT,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,663000,0,0,2000,0
MKSRAT,01-Dec-24,TRANSAKSI KEMARIN,1126501,2918155,690000,643000,146500
MKSTUN,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
MKSTUN,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
MKSTUN,01-Dec-24,CANCEL NOTA,-84000,0,0,0,0
MKSTUN,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
MKSTUN,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,440,0,0,0
MKSTUN,01-Dec-24,SELISIH IT,17480100,12,0,0,33308171
MKSTUN,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-1000,0,0
MKSTUN,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,9500,0,0
MKSTUN,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-9000,0,0
MKSTUN,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,571500,0,1000,44000,0
MLGSUP,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
MLGSUP,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
MLGSUP,01-Dec-24,CANCEL NOTA,0,-368001,0,0,0
MLGSUP,01-Dec-24,INVOICE BEDA HARI,-1441001,-8120554,-52000,0,-1395502
MLGSUP,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
MLGSUP,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,22,0,0,0
MLGSUP,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,151000,0,0
MLGSUP,01-Dec-24,SELISIH IT,17684400,0,0,0,101127458
MLGSUP,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-11500,0,0
MLGSUP,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,11000,0,0
MLGSUP,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-279003,0,0,0
MLGSUP,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-114000,0,0
MLGSUP,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,341505,429502,180000,0,1131000
MLGSUP,01-Dec-24,TRANSAKSI KEMARIN,1394501,8372054,52000,0,1425502
PWTSOE,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
PWTSOE,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
PWTSOE,01-Dec-24,CANCEL NOTA,-630002,-129501,-32000,0,-663034
PWTSOE,01-Dec-24,DOUBLE INPUT,0,-41501,0,0,-120005
PWTSOE,01-Dec-24,INVOICE BEDA HARI,-417509,-8352578,-709000,0,-3150649
PWTSOE,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
PWTSOE,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-25506,0,0,0
PWTSOE,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,46000,0,0
PWTSOE,01-Dec-24,SELISIH IT,-9,0,0,0,562305
PWTSOE,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,-10000,0,-4003
PWTSOE,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,7000,0,0
PWTSOE,01-Dec-24,TIDAK ADA INVOICE OJOL,-45500,0,0,0,-58003
PWTSOE,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-233000,0,0
PWTSOE,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,615502,0,0,0,152002
PWTSOE,01-Dec-24,TRANSAKSI KEMARIN,417503,8190074,734000,0,3013140
SBRTUP,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
SBRTUP,01-Dec-24,CANCEL NOTA,0,0,0,0,-38000
SBRTUP,01-Dec-24,DOUBLE INPUT,0,0,0,0,-88000
SBRTUP,01-Dec-24,INVOICE BEDA HARI,-127001,-5040032,0,0,-716000
SBRTUP,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
SBRTUP,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,60000,0,0
SBRTUP,01-Dec-24,SELISIH IT,12,0,0,0,7590
SBRTUP,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-11998
SBRTUP,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-22000,0,0
SBRTUP,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,88013
SBRTUP,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-131501,0,0,0
SBRTUP,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-106000,0,0
SBRTUP,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,27501,68000,0,0
SBRTUP,01-Dec-24,TRANSAKSI KEMARIN,84000,4822030,0,0,716000
SBYAMB,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
SBYAMB,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
SBYAMB,01-Dec-24,CANCEL NOTA,-207505,-240004,0,0,-781537
SBYAMB,01-Dec-24,DOUBLE INPUT,0,-81002,0,0,-672533
SBYAMB,01-Dec-24,INVOICE BEDA HARI,-13500,-9145172,-370000,0,-3963697
SBYAMB,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-47630.85,0,0,0
SBYAMB,01-Dec-24,SALAH SLOT PEMBAYARAN,5999,51500,101000,0,-59001
SBYAMB,01-Dec-24,SELISIH IT,88905,-93549,0,0,514689
SBYAMB,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-1000,0,0
SBYAMB,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,14498,0,0,14001
SBYAMB,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,6500,0,0
SBYAMB,01-Dec-24,TIDAK ADA INVOICE OJOL,-56001,-91003,0,0,-270012
SBYAMB,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-102000,0,0
SBYAMB,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,86000,0,98500,0,32000
SBYAMB,01-Dec-24,TRANSAKSI KEMARIN,13500,9623565,370000,0,4139205
SBYSOE,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
SBYSOE,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
SBYSOE,01-Dec-24,CANCEL NOTA,-42500,-68500,0,0,-209500
SBYSOE,01-Dec-24,DOUBLE INPUT,0,0,0,0,-112000
SBYSOE,01-Dec-24,INVOICE BEDA HARI,0,-220000,0,0,0
SBYSOE,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
SBYSOE,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-47599,0,0,0
SBYSOE,01-Dec-24,SELISIH IT,17,0,0,0,8204
SBYSOE,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-59988
SBYSOE,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,2004
SBYSOE,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,1000,0,0
SBYSOE,01-Dec-24,TIDAK ADA INVOICE OJOL,-14500,-65001,0,0,-290500
SBYSOE,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,42000,0,221015
SBYSOE,01-Dec-24,TRANSAKSI KEMARIN,0,220000,0,0,0
SDATAM,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
SDATAM,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
SDATAM,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
SDATAM,01-Dec-24,CANCEL NOTA,0,0,-30000,0,-54003
SDATAM,01-Dec-24,DOUBLE INPUT,0,-43501,0,0,-99504
SDATAM,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
SDATAM,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-4,0,0,0
SDATAM,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,300000,0,0
SDATAM,01-Dec-24,SELISIH IT,-24,0,0,0,-8241
SDATAM,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-57006
SDATAM,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-23000,0,0
SDATAM,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,17999
SDATAM,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,50503,0,0
SDATAM,01-Dec-24,TIDAK ADA INVOICE OJOL,-84002,-30000,0,0,-131007
SDATAM,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-556500,0,0
SDATAM,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,208500,0,206010
SKTADI,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
SKTADI,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
SKTADI,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
SKTADI,01-Dec-24,CANCEL NOTA,-39501,0,-218000,0,-138507
SKTADI,01-Dec-24,DOUBLE INPUT,0,-56001,0,0,0
SKTADI,01-Dec-24,INVOICE BEDA HARI,0,-5210546,0,0,-3971696
SKTADI,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
SKTADI,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-11481,0,0,0
SKTADI,01-Dec-24,SALAH SLOT PEMBAYARAN,-77502,43500,298000,0,35002
SKTADI,01-Dec-24,SELISIH IT,-1215,0,0,0,-53268
SKTADI,01-Dec-24,SELISIH KURANG BAYAR OJOL,-37001,0,0,0,-36500
SKTADI,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,14300,0,0
SKTADI,01-Dec-24,TIDAK ADA INVOICE OJOL,0,0,0,0,-30001
SKTADI,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-341000,0,0
SKTADI,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,2001,0,0
SKTADI,01-Dec-24,TRANSAKSI KEMARIN,0,5594550,0,0,3971696
SMGSUD,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
SMGSUD,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
SMGSUD,01-Dec-24,CANCEL NOTA,-28001,-46002,0,0,-816042
SMGSUD,01-Dec-24,DOUBLE INPUT,0,0,0,0,-556025
SMGSUD,01-Dec-24,INVOICE BEDA HARI,-30000,-8395072,-807000,0,-7427349
SMGSUD,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
SMGSUD,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-47603,0,0,0
SMGSUD,01-Dec-24,SALAH SLOT PEMBAYARAN,84000,0,522500,0,-87005
SMGSUD,01-Dec-24,SELISIH IT,6309,0,0,0,-330986
SMGSUD,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-17502
SMGSUD,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-2500,0,0
SMGSUD,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,7200,0,0
SMGSUD,01-Dec-24,TIDAK ADA INVOICE OJOL,-249507,-84001,0,0,-73003
SMGSUD,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-416000,0,0
SMGSUD,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,28000,102,0,168001
SMGSUD,01-Dec-24,TRANSAKSI KEMARIN,30000,8564575,714000,0,7697864
SMNMAG,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
SMNMAG,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
SMNMAG,01-Dec-24,CANCEL NOTA,0,0,0,0,-438023
SMNMAG,01-Dec-24,DOUBLE INPUT,0,-29000,0,0,-36502
SMNMAG,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
SMNMAG,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-36977,0,0,0
SMNMAG,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,70500,0,0
SMNMAG,01-Dec-24,SELISIH IT,-3,0,0,0,-11099
SMNMAG,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-5002
SMNMAG,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-500,0,0
SMNMAG,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,28999
SMNMAG,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,2999,0,0
SMNMAG,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-41500,0,0,-118502
SMNMAG,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-75500,0,0
SMNMAG,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,3500,0,35002
SMRYAM,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
SMRYAM,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
SMRYAM,01-Dec-24,CANCEL NOTA,0,-1702577,0,-60500,0
SMRYAM,01-Dec-24,DOUBLE INPUT,0,0,-164000,0,0
